Employee ID,First Name,Last Name,Gender,Country,City,Hire Date,Department,Job Title,Education Level,Performance Rating,Overtime,Salary,Birth Date,Termination Date,Adjusted Salary
EMP-15332,Daniel,Nott,Male,Spain,Madrid,2019-08-06,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,No,76029,1975-09-20,,82111
EMP-15333,David,Kirke,Female,Italy,Milan,2022-09-05,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Satisfactory,No,47549,1993-06-11,,48499
EMP-15334,William,Smith,Female,Italy,Florence,2024-02-04,Magical Creature Department,Beast Handler,Magical Creatures Training,Good,No,57397,1999-12-14,,58544
EMP-15335,Christina,Lockhart,Female,Italy,Milan,2023-03-10,Auror Office,Investigator,Advanced Magic Studies,Satisfactory,No,51361,1994-07-30,,54956
EMP-15336,Kristina,Thomas,Male,Italy,Milan,2016-06-01,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Good,No,50509,1987-07-02,,50509
EMP-15337,Paul,Corner,Female,Italy,Florence,2021-01-03,Auror Office,Auror,Advanced Magic Studies,Satisfactory,Yes,64752,1984-01-14,,71227
EMP-15338,Sierra,Delacour,Male,Italy,Milan,2018-03-22,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,75212,1986-10-22,,78972
EMP-15339,Linda,Runcorn,Male,Germany,Munich,2015-04-24,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,32098,1995-11-19,,32098
EMP-15340,Francis,Lupin,Male,France,Marseille,2016-06-21,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,No,46196,1982-07-29,,46196
EMP-15341,Lisa,Patil,Female,Spain,Seville,2020-10-26,Magical Creature Department,Beast Handler,Magical Creatures Training,Excellent,No,63463,1986-04-20,2023-07-14,64732
EMP-15342,Timothy,Selwyn,Male,France,Lyon,2024-02-06,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,70015,1980-09-27,,75616
EMP-15343,Matthew,Urquart,Male,Germany,Munich,2020-12-23,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,77165,1972-01-10,,83338
EMP-15344,Dale,Potter,Male,UK,London,2021-08-15,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,67244,1986-05-14,,70606
EMP-15345,Jason,Abercrombie,Male,UK,London,2023-09-20,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,No,47555,1997-06-09,,47555
EMP-15346,Dana,Jugson,Male,France,Paris,2018-03-27,Auror Office,Investigator,Advanced Magic Studies,Excellent,Yes,61669,1988-10-29,,64752
EMP-15347,Heidi,Sloper,Female,Germany,Berlin,2024-12-22,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,Yes,42402,2002-09-20,,43250
EMP-15348,Angela,Frobisher,Male,Italy,Florence,2018-11-09,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,74696,1985-09-16,,78430
EMP-15349,Marco,Silvanus,Female,Spain,Madrid,2022-10-16,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,No,72145,1985-12-31,,79359
EMP-15350,Rachel,Zabini,Female,France,Paris,2021-04-11,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,40495,1989-09-08,,41304
EMP-15351,Jacob,Keddle,Male,UK,Bristol,2015-08-15,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,37314,1993-05-06,,37314
EMP-15352,Andre,Zabini,Male,UK,London,2024-09-17,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,72896,1986-11-03,,78727
EMP-15353,Matthew,Karkaroff,Male,UK,Edinburgh,2021-05-03,Auror Office,Auror,Advanced Magic Studies,Excellent,No,57493,1992-05-25,,60367
EMP-15354,Michelle,Hornby,Female,Germany,Hamburg,2015-02-16,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,69562,1975-11-19,,76518
EMP-15355,Megan,Moody,Male,Italy,Milan,2016-06-13,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,66611,1971-01-17,,71939
EMP-15356,Katie,Fletcher,Female,Germany,Hamburg,2023-11-09,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,43649,2003-06-05,,44521
EMP-15357,Troy,Carrow,Female,Spain,Seville,2017-04-23,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,79135,1983-06-14,,84674
EMP-15358,Kathleen,Quincey,Female,Spain,Madrid,2024-05-20,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,No,59894,2001-10-03,,61091
EMP-15359,Lisa,Vance,Female,France,Paris,2017-01-14,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,Yes,49669,1992-09-10,,50662
EMP-15360,Larry,Karkaroff,Female,Italy,Florence,2020-05-24,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,Yes,31940,1994-08-07,,32578
EMP-15361,Benjamin,Thruston,Male,Spain,Barcelona,2022-03-29,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,61027,1982-04-04,,65909
EMP-15362,Sheila,Yaxley,Female,UK,London,2016-10-24,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Satisfactory,No,52043,1973-09-17,,54645
EMP-15363,Lisa,Goldstein,Male,Germany,Munich,2017-04-30,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,71509,1976-02-24,,77229
EMP-15364,Matthew,Bulstrode,Female,Germany,Munich,2017-08-08,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,52149,1982-03-08,,53191
EMP-15365,Theresa,Sinistra,Male,Germany,Berlin,2022-01-04,Auror Office,Auror,Advanced Magic Studies,Good,No,53112,1983-04-21,,57360
EMP-15366,Tyrone,MacDougal,Female,France,Paris,2021-03-10,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,53476,1987-06-28,,54545
EMP-15367,Andrew,Karkaroff,Male,UK,Edinburgh,2020-02-07,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,Yes,33609,1997-01-16,,33609
EMP-15368,Jack,Pritchard,Male,UK,London,2019-11-07,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,44680,1995-06-12,,44680
EMP-15369,Derrick,Abercrombie,Female,France,Marseille,2016-08-01,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,Yes,45705,1996-05-25,,46619
EMP-15370,Michael,Shimpling,Female,Spain,Madrid,2023-12-06,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,74105,1977-05-15,,81515
EMP-15371,Katrina,Maxime,Male,Italy,Milan,2016-08-14,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Excellent,Yes,41528,1991-02-18,,41528
EMP-15372,Ian,Burbage,Male,UK,Edinburgh,2020-05-31,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,46544,1979-08-27,,47940
EMP-15373,Lauren,Morgana,Female,Spain,Barcelona,2018-08-12,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,77908,1988-06-15,,83361
EMP-15374,Joshua,McGonagall,Female,UK,Edinburgh,2018-12-09,Auror Office,Auror,Advanced Magic Studies,Good,No,68738,1979-10-19,,75611
EMP-15375,Robin,Grindelwald,Female,UK,Bristol,2024-05-11,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Excellent,No,30466,2003-08-03,,31075
EMP-15376,Jennifer,Frobisher,Female,UK,Bristol,2016-05-10,Auror Office,Investigator,Advanced Magic Studies,Good,Yes,63396,1990-03-10,,67833
EMP-15377,Amy,Patil,Male,UK,Edinburgh,2024-10-27,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,Yes,37004,2006-08-03,,37004
EMP-15378,Kenneth,Cadwallader,Female,Germany,Hamburg,2024-05-25,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,Yes,37172,2005-08-11,,37915
EMP-15379,Larry,Binns,Male,Italy,Milan,2021-11-13,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,Yes,75211,1973-04-15,,81227
EMP-15380,Diane,Slughorn,Male,Italy,Rome,2022-02-23,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Good,Yes,51348,1988-10-01,,51348
EMP-15381,Brett,Weasley-Potter,Male,Italy,Florence,2019-07-30,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,47937,1997-03-16,,47937
EMP-15382,Stacy,Delaney,Female,UK,Edinburgh,2016-03-03,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,No,46827,1979-05-29,,49168
EMP-15383,Patricia,Dumbledore,Male,Spain,Barcelona,2015-01-25,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,No,57666,1978-09-23,,59395
EMP-15384,Lisa,Hufflepuff,Female,France,Lyon,2015-09-22,Auror Office,Auror,Advanced Magic Studies,Satisfactory,Yes,63426,1983-09-25,,67865
EMP-15385,Daniel,Malfoy,Female,Germany,Berlin,2021-11-27,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Good,No,48509,1996-02-24,,49479
EMP-15386,Sheila,Diggory,Male,UK,London,2017-09-13,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,35215,1997-10-09,,35215
EMP-15387,Matthew,Gryffindor,Male,Spain,Seville,2019-03-19,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,Yes,76831,1972-01-14,,82977
EMP-15388,Samantha,Bundy,Male,Spain,Seville,2018-02-24,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,32377,1999-03-15,,32377
EMP-15389,Lisa,Slughorn,Male,Italy,Milan,2016-10-07,Auror Office,Investigator,Advanced Magic Studies,Excellent,No,67507,1987-07-11,,70882
EMP-15390,Jessica,Umbridge,Female,Spain,Madrid,2023-01-01,Auror Office,Auror,Advanced Magic Studies,Needs Improvement,No,61863,1986-09-29,,68049
EMP-15391,Joann,Gaunt,Male,Germany,Hamburg,2017-02-26,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Satisfactory,No,55466,1977-12-12,,57129
EMP-15392,Adam,Sloper,Male,Italy,Milan,2023-09-03,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,Yes,32753,1997-10-01,2024-08-06,32753
EMP-15393,Barbara,Auror,Female,Germany,Hamburg,2023-11-24,Magical Creature Department,Beast Handler,Magical Creatures Training,Good,Yes,51757,1993-03-22,,52792
EMP-15394,Amy,Goldstein,Male,Germany,Munich,2018-03-11,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,76020,1984-12-26,,79821
EMP-15395,Jason,Grindelwald,Female,Germany,Munich,2016-01-04,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Satisfactory,No,47051,1985-08-29,,47992
EMP-15396,Mallory,Maxime,Male,UK,Edinburgh,2021-08-10,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,47028,1989-11-26,,47028
EMP-15397,Richard,Nott,Male,Germany,Berlin,2019-12-24,Magical Creature Department,Beast Handler,Magical Creatures Training,Good,No,48047,1991-09-20,2021-08-18,48047
EMP-15398,Keith,Rivers,Female,Italy,Florence,2022-01-01,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Needs Improvement,No,73180,1991-09-18,,78302
EMP-15399,Jasmine,Blackwood,Female,Spain,Madrid,2019-03-28,Magical Creature Department,Beast Handler,Magical Creatures Training,Excellent,No,54691,1983-07-04,,55784
EMP-15400,Aaron,Grindelwald,Male,Germany,Munich,2019-05-04,Magical Creature Department,Beast Handler,Magical Creatures Training,Good,No,63275,1996-04-18,,63275
EMP-15401,Brittany,Gryffindor,Male,UK,Edinburgh,2016-12-13,Magical Creature Department,Beast Handler,Magical Creatures Training,Excellent,No,46310,1990-10-10,,46310
EMP-15402,Barbara,Vaisey,Male,Spain,Seville,2019-04-21,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,No,62873,1983-09-10,,62873
EMP-15403,Tammy,Hagrid,Female,France,Lyon,2024-11-14,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,No,68732,1978-12-27,,75605
EMP-15404,Jerry,Avery,Male,Germany,Berlin,2019-03-26,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,No,76994,1973-10-09,2020-01-24,83153
EMP-15405,Jessica,Thruston,Male,Italy,Milan,2019-04-03,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Satisfactory,No,49434,1975-11-13,,50917
EMP-15406,Tammy,Whitby,Male,UK,London,2021-09-18,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,Yes,61396,1976-04-09,,66307
EMP-15407,Autumn,Slughorn,Female,UK,Bristol,2019-09-15,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,No,60957,1983-07-25,,64004
EMP-15408,Daniel,Shacklebolt,Male,Spain,Madrid,2018-07-30,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Needs Improvement,Yes,55372,1995-10-20,,55372
EMP-15409,Daniel,Weasley-Potter,Female,Spain,Madrid,2015-03-27,Auror Office,Auror,Advanced Magic Studies,Good,No,59023,1982-04-17,,63154
EMP-15410,Dylan,Slytherin,Male,UK,Bristol,2018-07-06,Magical Creature Department,Beast Handler,Magical Creatures Training,Excellent,No,49430,1993-10-01,2020-03-25,49430
EMP-15411,Mark,Scamander,Female,Italy,Florence,2017-02-04,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Satisfactory,No,51784,1996-11-24,2020-09-21,52819
EMP-15412,Donna,Bole,Male,Italy,Florence,2021-12-29,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,38996,1998-06-16,,38996
EMP-15413,Elizabeth,Auror,Female,Spain,Barcelona,2019-09-06,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,31621,1997-03-30,,32253
EMP-15414,Michael,Finch-Fletchley,Male,France,Marseille,2017-06-25,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,36153,1991-01-07,2021-04-14,36153
EMP-15415,Tracy,Chambers,Male,Italy,Milan,2019-02-17,Auror Office,Auror,Advanced Magic Studies,Good,No,56691,1987-06-29,,59525
EMP-15416,Brandon,Jordan,Female,Italy,Milan,2019-08-29,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Excellent,Yes,34942,1997-02-13,,35640
EMP-15417,Steven,Crabbe,Female,UK,Bristol,2015-01-19,Auror Office,Investigator,Advanced Magic Studies,Good,No,54581,1982-06-13,,58401
EMP-15418,Pamela,MacDougal,Female,Germany,Hamburg,2016-01-17,Auror Office,Investigator,Advanced Magic Studies,Good,No,57305,1989-05-13,,61316
EMP-15419,Alice,Lupin,Female,Spain,Barcelona,2016-01-06,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,78668,1981-08-28,,84174
EMP-15420,Daniel,Towler,Male,France,Marseille,2018-06-20,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Needs Improvement,No,41771,1995-07-09,,41771
EMP-15421,Justin,Boot,Female,UK,Bristol,2019-11-20,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,Yes,63605,1984-09-12,,64877
EMP-15422,Thomas,Greengrass,Male,UK,Edinburgh,2018-01-05,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Satisfactory,No,53239,1990-04-15,2018-08-15,53239
EMP-15423,Brenda,Mulciber,Male,Spain,Seville,2024-01-04,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,Yes,41205,1995-02-20,,41205
EMP-15424,Dawn,Mulciber,Female,UK,Edinburgh,2020-12-01,Auror Office,Auror,Advanced Magic Studies,Excellent,No,51655,1986-02-06,,55270
EMP-15425,Haley,Blackwood,Female,France,Paris,2022-08-24,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,74783,1979-07-07,,82261
EMP-15426,Tabitha,Moody,Male,Germany,Hamburg,2019-09-09,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,69795,1985-12-11,,73284
EMP-15427,Timothy,Filch,Male,Italy,Milan,2019-08-03,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,44272,1992-05-03,,44272
EMP-15428,Andre,Umbridge,Female,Italy,Rome,2022-06-15,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Good,Yes,59978,1989-09-30,,61177
EMP-15429,Jeffery,Delaney,Male,UK,Bristol,2018-12-27,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,71162,1985-07-21,2022-10-01,74720
EMP-15430,Dawn,Hopkirk,Female,Spain,Barcelona,2024-05-21,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,No,52369,2001-10-03,,53416
EMP-15431,Joseph,Crabbe,Female,Italy,Rome,2017-06-18,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,55452,1976-03-24,,58224
EMP-15432,Jonathan,Bundy,Male,Italy,Rome,2021-04-23,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,No,62409,1999-02-05,,62409
EMP-15433,Michelle,Slughorn,Male,Italy,Rome,2016-09-06,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,No,72190,1975-12-18,,77965
EMP-15434,Julie,Flitwick,Male,Italy,Milan,2023-10-15,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,43996,1999-01-31,,43996
EMP-15435,Ashley,Mulciber,Female,Italy,Rome,2015-05-07,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Satisfactory,No,45047,1972-07-08,,47299
EMP-15436,Rachel,Granger,Male,France,Marseille,2016-10-27,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,69509,1975-01-23,,75069
EMP-15437,Katherine,MacDougal,Female,Germany,Hamburg,2019-04-16,Auror Office,Auror,Advanced Magic Studies,Good,No,59399,1993-02-02,2021-11-09,63556
EMP-15438,Autumn,Shimpling,Male,Spain,Barcelona,2024-06-16,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,40576,2004-11-30,,40576
EMP-15439,Courtney,Corner,Female,Italy,Florence,2024-01-06,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,60252,1980-04-09,,66277
EMP-15440,Edward,Applebee,Male,Spain,Barcelona,2023-12-27,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,Yes,51783,1984-02-16,,53336
EMP-15441,Kayla,Pike,Male,France,Lyon,2015-05-02,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Satisfactory,No,57665,1981-07-02,,57665
EMP-15442,Ashley,Delacour,Female,Germany,Munich,2024-06-03,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,76556,1988-09-26,,81914
EMP-15443,James,Goldstein,Female,UK,Bristol,2015-01-10,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,72885,1981-06-04,,77986
EMP-15444,Kirk,Madley,Female,France,Marseille,2016-11-04,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Needs Improvement,No,54533,1994-05-01,,55623
EMP-15445,Heather,Patil,Male,Spain,Madrid,2022-03-24,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,68298,1980-10-21,,73761
EMP-15446,James,Summerby,Female,Spain,Seville,2019-08-17,Auror Office,Auror,Advanced Magic Studies,Good,No,52302,1989-08-16,,55963
EMP-15447,Meagan,Silvanus,Male,Italy,Florence,2021-11-02,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,Yes,55067,1998-04-04,,55067
EMP-15448,Michael,Parkinson,Female,Spain,Barcelona,2024-08-13,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,66654,1993-11-03,,71319
EMP-15449,Colleen,Boot,Male,Germany,Hamburg,2021-06-18,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,No,73059,1987-07-21,,76711
EMP-15450,Brandon,Hornby,Male,Germany,Berlin,2019-03-02,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,Yes,37105,1994-09-16,,37105
EMP-15451,Thomas,Travers,Male,Italy,Florence,2020-09-19,Auror Office,Auror,Advanced Magic Studies,Needs Improvement,Yes,69765,1986-10-25,,73253
EMP-15452,Mathew,Chambers,Male,Germany,Hamburg,2019-02-07,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,58997,1993-03-08,,58997
EMP-15453,Susan,Thicknesse,Male,Germany,Berlin,2018-11-15,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,65783,1983-07-26,,69072
EMP-15454,Dakota,Krum,Female,Italy,Milan,2015-04-13,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,74218,1967-11-28,,81639
EMP-15455,Michelle,Greengrass,Male,Spain,Barcelona,2017-05-01,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Excellent,No,62638,1980-03-25,2021-04-26,64517
EMP-15456,Robert,Zeller,Male,Spain,Seville,2018-06-27,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,Yes,40683,1996-06-14,,40683
EMP-15457,Erin,Bulstrode,Female,Germany,Berlin,2016-03-27,Auror Office,Auror,Advanced Magic Studies,Good,Yes,65922,1978-01-03,,72514
EMP-15458,Jennifer,Bates,Male,France,Lyon,2024-05-01,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,69163,1989-05-19,,72621
EMP-15459,Jason,Montague,Male,UK,London,2018-10-03,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Excellent,No,43638,1996-05-01,,43638
EMP-15460,Benjamin,Grubbly-Plank,Male,Italy,Rome,2021-04-23,Magical Creature Department,Beast Handler,Magical Creatures Training,Good,No,56938,1984-08-18,,58646
EMP-15461,David,Peverell,Female,Spain,Seville,2015-03-14,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,77150,1979-02-25,,84865
EMP-15462,Brianna,Granger,Female,UK,Bristol,2019-10-09,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,41379,2000-09-23,,42206
EMP-15463,Clayton,Chang,Male,Germany,Hamburg,2022-08-27,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,44735,1996-03-25,,44735
EMP-15464,David,Creevey,Male,Spain,Barcelona,2019-01-10,Auror Office,Investigator,Advanced Magic Studies,Satisfactory,No,52123,1989-06-17,,54729
EMP-15465,Amanda,Spinnet,Female,France,Lyon,2019-04-05,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,34476,1999-06-16,,35165
EMP-15466,Thomas,Moon,Male,Spain,Seville,2019-02-07,Magical Creature Department,Beast Handler,Magical Creatures Training,Good,Yes,47015,1980-08-18,,48425
EMP-15467,Diane,McGonagall,Female,Germany,Berlin,2019-09-18,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,74066,1988-02-27,2021-08-16,79250
EMP-15468,Lisa,Tonks,Male,Italy,Milan,2015-02-09,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,64450,1981-10-18,,67672
EMP-15469,Paige,Selwyn,Male,Spain,Seville,2018-09-06,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Excellent,No,44628,1995-09-15,,44628
EMP-15470,William,Granger,Female,UK,Edinburgh,2016-09-13,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,58156,1983-03-27,,59319
EMP-15471,Joshua,Fletcher,Male,UK,Edinburgh,2018-11-26,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,61228,1988-07-10,,64289
EMP-15472,Michael,Meadowes,Female,Spain,Madrid,2022-04-07,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,35701,2004-02-18,,36415
EMP-15473,Angela,Kettleburn,Female,Germany,Berlin,2021-01-26,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,68466,1986-06-30,,73258
EMP-15474,Joanne,McGonagall,Male,France,Marseille,2017-10-17,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Satisfactory,No,57566,1983-04-11,,57566
EMP-15475,Elizabeth,Hufflepuff,Female,UK,London,2024-09-22,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,54654,1990-02-10,,55747
EMP-15476,Lynn,Kettleburn,Female,Spain,Barcelona,2018-04-11,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,Yes,44944,1991-03-23,,45842
EMP-15477,Jessica,Moody,Female,France,Marseille,2018-12-26,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Satisfactory,Yes,51837,1975-07-21,,54428
EMP-15478,James,Black,Female,Italy,Florence,2018-05-02,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,Yes,31046,1991-11-29,,31666
EMP-15479,Bryan,Chambers,Female,Spain,Seville,2020-01-08,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,34512,1997-11-17,,35202
EMP-15480,Christine,Jordan,Male,Spain,Barcelona,2022-08-24,Magical Creature Department,Beast Handler,Magical Creatures Training,Excellent,Yes,63883,1990-05-07,,63883
EMP-15481,Jessica,Macmillan,Female,UK,Bristol,2015-07-15,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Excellent,No,35249,1987-07-24,,35953
EMP-15482,Katherine,Madley,Female,Italy,Milan,2018-06-22,Auror Office,Auror,Advanced Magic Studies,Good,No,67901,1984-09-26,2024-04-19,72654
EMP-15483,Gloria,Yaxley,Female,Spain,Barcelona,2020-02-05,Auror Office,Auror,Advanced Magic Studies,Good,No,58907,1994-04-28,,63030
EMP-15484,Bryan,Fletcher,Male,Germany,Munich,2017-08-14,Auror Office,Investigator,Advanced Magic Studies,Good,No,56119,1989-05-07,,58924
EMP-15485,Nicholas,Diggory,Female,Germany,Munich,2017-09-15,Magical Creature Department,Beast Handler,Magical Creatures Training,Needs Improvement,No,58078,1993-11-07,,59239
EMP-15486,Austin,Slughorn,Male,France,Marseille,2017-11-30,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Satisfactory,Yes,52823,1989-04-23,,52823
EMP-15487,Megan,Zeller,Male,UK,Edinburgh,2017-12-24,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,No,52934,1994-08-24,,52934
EMP-15488,Christopher,Wilkes,Male,Germany,Munich,2022-02-25,Auror Office,Investigator,Advanced Magic Studies,Good,No,61821,1984-01-10,,66766
EMP-15489,Eric,Brown,Male,Italy,Milan,2017-09-05,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,Yes,53147,1979-11-30,2018-10-17,54741
EMP-15490,Jermaine,Brown,Male,UK,Bristol,2016-11-04,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,30682,1994-04-04,,30682
EMP-15491,Jennifer,Hooch,Male,Italy,Milan,2017-10-29,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,45598,1981-11-29,,45598
EMP-15492,Alyssa,Whitby,Female,Spain,Madrid,2024-06-10,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,No,47467,2000-12-25,,48416
EMP-15493,Olivia,Keddle,Female,UK,London,2024-12-17,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,74746,1986-03-23,,82220
EMP-15494,Amanda,Frobisher,Female,France,Paris,2017-09-05,Auror Office,Investigator,Advanced Magic Studies,Good,No,67604,1991-10-21,2023-03-24,72336
EMP-15495,Stephanie,Goldstein,Female,Spain,Barcelona,2024-08-26,Auror Office,Auror,Advanced Magic Studies,Good,Yes,62644,1988-05-06,,68908
